jig_loss,jig_accuracy,jig_tp,jig_tn,jig_auc,cc_loss,cc_accuracy,cc_tp,cc_tn,cc_auc,cci_loss,cci_accuracy,cci_tp,cci_tn,cci_auc,synth_89_loss,synth_89_accuracy,synth_89_tp,synth_89_tn,synth_89_auc,synth_77_loss,synth_77_accuracy,synth_77_tp,synth_77_tn,synth_77_auc,ctf_cc_eval,ctf_cc_train,ctf_synth_77_toxic,ctf_synth_77_nontoxic,ctf_synth_89_toxic_2,ctf_synth_89_nontoxic_2
0.20901177823543549,0.928850542373941,0.7821018062397372,0.9442889718076285,0.9591475209248415,0.4252578318119049,0.9016160619515331,0.2343011035207567,0.9873057912582871,0.8240286577198022,0.7539513111114502,0.7213541666666666,0.28270042194092826,0.9171374764595104,0.7284400899504955,0.2973710596561432,0.8723109417431244,0.8144382533798034,0.9309793860833558,0.9584473169632735,0.21852970123291016,0.9117992790345332,0.9286087456245755,0.8949898124444908,0.9738197964521772,0.1793319433927536,0.060951583087444305,0.12574146687984467,0.24988240003585815,0.08128992468118668,0.1154603660106659
0.22129490971565247,0.9271312013504642,0.7891625615763547,0.9416459369817579,0.958979424114149,0.4353519380092621,0.9021019270155926,0.2444167104571729,0.9865551038310363,0.8194980783466503,0.7605211138725281,0.7252604166666666,0.2911392405063291,0.9190207156308852,0.7304027906902826,0.3045864999294281,0.8607780248762334,0.7787422025884077,0.9439418489513007,0.9625539628774278,0.22289076447486877,0.9065487696567578,0.8851418421190116,0.927955697194504,0.971788796046342,0.15887172520160675,0.05734167620539665,0.12461451441049576,0.21763665974140167,0.08972180634737015,0.08170001953840256
0.2483915239572525,0.9191909718965895,0.8336617405582922,0.9281889165284688,0.9604195911747593,0.3753076195716858,0.9018776816014112,0.2981476615869679,0.9794024865466692,0.8308973485615644,0.7412480711936951,0.72265625,0.3037974683544304,0.9096045197740112,0.7141846845773042,0.3245290517807007,0.8507425991529117,0.7979665682509379,0.9042443064182195,0.9467568302647736,0.2639796733856201,0.8980460790972259,0.9252128937882034,0.8708792644062484,0.961245035559338,0.1904919594526291,0.07362525165081024,0.11741926521062851,0.2641690969467163,0.08278872072696686,0.1466541588306427
0.2121153026819229,0.9283816311857201,0.780623973727422,0.9439262023217247,0.9598837679645925,0.42064037919044495,0.9020346533913381,0.23331581713084604,0.987904654262049,0.8290857079719489,0.7838988304138184,0.7330729166666666,0.270042194092827,0.9397363465160076,0.7188967555841618,0.2927526831626892,0.8708022752925136,0.8013630208448953,0.9411963273021874,0.9576755777184364,0.2659474015235901,0.8867222193197848,0.895355519565331,0.8780889190742386,0.9572382318571246,0.15545877814292908,0.05360832437872887,0.1206865906715393,0.20481866598129272,0.09099196642637253,0.12366776913404465
0.21943984925746918,0.9266779205351839,0.80623973727422,0.939348396904367,0.9605734001607542,0.41735565662384033,0.9022140497226832,0.24842354177614293,0.9861671080821202,0.826254192335775,0.746196448802948,0.7317708333333334,0.28270042194092826,0.9322033898305084,0.7271289740716904,0.22152182459831238,0.9118380027491255,0.9059648811241592,0.9177918804572869,0.9715079299868404,0.245676189661026,0.9090564756282326,0.9273287707016352,0.89078418055483,0.9671734536288776,0.1747952550649643,0.05773220956325531,0.0758894756436348,0.24425256252288818,0.07444340735673904,0.13058871030807495
0.25430792570114136,0.9197380349495139,0.8367816091954023,0.9284653123272526,0.9619763570398328,0.39665061235427856,0.9018178828242962,0.2836311087756174,0.9811990755579547,0.8322423495010818,0.7334532141685486,0.7291666666666666,0.31645569620253167,0.9133709981167608,0.7311497294333595,0.24166934192180634,0.9005956438653152,0.9042777543454614,0.8968629039517508,0.9689649478191852,0.27460038661956787,0.9025651742333212,0.9463455409853194,0.8587848074813228,0.9681021068518053,0.20538941025733948,0.07508289068937302,0.06975249201059341,0.28246164321899414,0.06679470092058182,0.1618947833776474
0.21276451647281647,0.9273187658257526,0.7886699507389162,0.9419050580431177,0.9590715971774042,0.4087406098842621,0.9020421282384775,0.2375197057277982,0.9873732687798377,0.8235686316336057,0.8108879327774048,0.7265625,0.25738396624472576,0.935969868173258,0.7021065261786137,0.28140851855278015,0.8670361968195076,0.8050258618775945,0.9298991808443604,0.9620668382516908,0.23189643025398254,0.9003448095710778,0.8946763491980565,0.906013269944099,0.9693107960848761,0.15839232504367828,0.05452952906489372,0.11423768103122711,0.22051574289798737,0.08592358976602554,0.10457351058721542
0.2139946073293686,0.927350026571634,0.7825944170771757,0.9425787728026535,0.9593181337769281,0.41629835963249207,0.9020197036970594,0.2402128218602207,0.9870021424113092,0.8292060962208714,0.7840414047241211,0.7239583333333334,0.2911392405063291,0.9171374764595104,0.7179670552337362,0.27953848242759705,0.8785244124582323,0.8247608053810465,0.9330272751822847,0.9580149070976713,0.2308027595281601,0.9006974557233164,0.9070581474322136,0.8943367640144193,0.9670564320311683,0.16949555277824402,0.05704852566123009,0.10068069398403168,0.2340715229511261,0.07826671749353409,0.11078885197639465
0.20137041807174683,0.9310387945856388,0.7761904761904762,0.947329325594251,0.958710428937687,0.4190244972705841,0.9016908104229269,0.2203757225433526,0.9891782924813172,0.8241160701196939,0.7562243938446045,0.73046875,0.27848101265822783,0.9322033898305084,0.7226632339269112,0.31490251421928406,0.8583865091693395,0.789752924723067,0.9279638131244936,0.9539502333289797,0.2853463590145111,0.881066819915365,0.8670393396374275,0.8950943001933024,0.954544897867347,0.17357568442821503,0.057159457355737686,0.12081655114889145,0.2488335520029068,0.10064142197370529,0.13243626058101654
0.24631187319755554,0.9204726624777267,0.8305418719211822,0.9299336650082919,0.9610501389467551,0.3765668570995331,0.9022439491112407,0.297293746715712,0.9799254373386865,0.8315164262333774,0.7030240297317505,0.7252604166666666,0.3080168776371308,0.911487758945386,0.7337004457793989,0.2805226445198059,0.8783232569314842,0.8417208693142718,0.9154289314969845,0.9566575820871324,0.24825027585029602,0.8992738101457604,0.9230708949375686,0.8754767253539523,0.9671550573218146,0.1706656962633133,0.06764771044254303,0.09263385087251663,0.25194671750068665,0.08574840426445007,0.14625230431556702
