jig_loss,jig_accuracy,jig_tp,jig_tn,jig_auc,cc_loss,cc_accuracy,cc_tp,cc_tn,cc_auc,cci_loss,cci_accuracy,cci_tp,cci_tn,cci_auc,ctf_cc_eval,ctf_cc_train,ctf_synth_toxic,ctf_synth_nontoxic,ctf_synth_toxic_2,ctf_synth_nontoxic_2
0.1706448495388031,0.9265841382975398,0.7346469622331692,0.9467765339966833,0.9571172031649815,0.2714926302433014,0.8996875513895741,0.20428271150814503,0.9889842946068591,0.851500735382653,0.6566407680511475,0.7122395833333334,0.14767932489451477,0.9642184557438794,0.6897105215062734,0.09021656960248947,0.042481809854507446,0.07149133831262589,0.09753073751926422,0.05553584545850754,0.07529263198375702
0.17531190812587738,0.9250992528681734,0.7558292282430213,0.9429069928137093,0.9586488341452744,0.26139429211616516,0.9012423195945642,0.2387677351550184,0.9863104978154152,0.853766117039708,0.6271095275878906,0.7135416666666666,0.16877637130801687,0.9566854990583804,0.7026786494711833,0.10106662660837173,0.041491881012916565,0.06419654190540314,0.08311743289232254,0.053682804107666016,0.07348369061946869
0.16934621334075928,0.927193722842227,0.7403940886699507,0.9468456329463792,0.9583032401166944,0.2663077414035797,0.9005097845749055,0.2241854965843405,0.9873563993994501,0.8432731386068163,0.6388111710548401,0.7174479166666666,0.1729957805907173,0.96045197740113,0.6909739604440311,0.11176319420337677,0.051563993096351624,0.09229253232479095,0.11188310384750366,0.05942514166235924,0.09316219389438629
0.1673697978258133,0.9280690237269061,0.7333333333333333,0.9485558319513543,0.9580880391533483,0.2697003185749054,0.8996277526124591,0.206187598528639,0.9886722110696874,0.849374674319237,0.6725345849990845,0.7109375,0.14345991561181434,0.9642184557438794,0.6885503826074519,0.11455832421779633,0.04852835461497307,0.07778565585613251,0.10528270900249481,0.06107695400714874,0.08837561309337616
0.17244559526443481,0.9264747256869549,0.7367816091954023,0.9464310392482034,0.9563217809306868,0.2667011022567749,0.9002780643135848,0.21807672096689437,0.9878793501914674,0.8445925734152908,0.6286303997039795,0.70703125,0.17721518987341772,0.943502824858757,0.6948040080415108,0.09477520734071732,0.04018457233905792,0.08169279247522354,0.08438406139612198,0.07539740204811096,0.08013346791267395
0.1696377992630005,0.9274750695551596,0.7320197044334975,0.9480375898286346,0.9577509548476375,0.2657283544540405,0.900360287632118,0.22057277982133475,0.9876516135562341,0.8487940065112616,0.6356337070465088,0.7057291666666666,0.16455696202531644,0.9472693032015066,0.6932147766732619,0.10603579133749008,0.044235970824956894,0.07541488856077194,0.0792158842086792,0.08129169046878815,0.08964426070451736
0.17497271299362183,0.9258182500234455,0.7492610837438424,0.9443926202321725,0.9569733023329802,0.2667906880378723,0.8998220986380828,0.22011297950604308,0.9871033586936352,0.8533951868009961,0.6275668740272522,0.7083333333333334,0.16033755274261605,0.9529190207156308,0.7133185534816086,0.12565772235393524,0.05769571661949158,0.09399670362472534,0.1242203488945961,0.08655235916376114,0.1203993707895279
0.16973480582237244,0.9268185938916502,0.7448275862068966,0.9459646213377557,0.9579898100039848,0.26673007011413574,0.9001136176765185,0.21840514976353126,0.9876516135562341,0.8533524726079337,0.6451764106750488,0.7174479166666666,0.16033755274261605,0.9661016949152542,0.6877319284528038,0.11902017891407013,0.053057312965393066,0.09004950523376465,0.10871068388223648,0.07036755234003067,0.08761457353830338
0.17637774348258972,0.9248804276470036,0.7591133004926108,0.9423196517412935,0.9578755925036375,0.2632123529911041,0.9009283760147105,0.23686284813452443,0.9862008468428954,0.8526659537041263,0.6268585920333862,0.7174479166666666,0.18143459915611815,0.9566854990583804,0.7058571122076808,0.10780144482851028,0.03811873868107796,0.08909845352172852,0.10781365633010864,0.06930109858512878,0.058109357953071594
0.1703789085149765,0.926990527993998,0.7417077175697865,0.9464828634604754,0.9578925325252955,0.2609685957431793,0.9009433257089893,0.23081975827640566,0.9869937077211154,0.857421462396746,0.6086332201957703,0.7109375,0.17721518987341772,0.9491525423728814,0.7122378761511994,0.10700422525405884,0.04225488379597664,0.07646910846233368,0.10456471145153046,0.06787405908107758,0.08089462667703629
