jig_loss,jig_accuracy,jig_tp,jig_tn,jig_auc,cc_loss,cc_accuracy,cc_tp,cc_tn,cc_auc,cci_loss,cci_accuracy,cci_tp,cci_tn,cci_auc,synth_89_loss,synth_89_accuracy,synth_89_tp,synth_89_tn,synth_89_auc,synth_77_loss,synth_77_accuracy,synth_77_tp,synth_77_tn,synth_77_auc,ctf_cc_eval,ctf_cc_train,ctf_synth_77_toxic,ctf_synth_77_nontoxic,ctf_synth_89_toxic_2,ctf_synth_89_nontoxic_2
0.1702025979757309,0.9268967457563537,0.7402298850574712,0.9465346876727474,0.9575509749419295,0.2654631435871124,0.9005695833520204,0.22004729374671572,0.987955262403212,0.8574877980438558,0.6272613406181335,0.7109375,0.14767932489451477,0.9623352165725048,0.715940785239219,0.3578786849975586,0.806622486952829,0.6221723977179391,0.9936087856692771,0.9737909202515387,0.2542630434036255,0.8865132438221619,0.8117130766417637,0.96131341100256,0.9846135334791131,0.10988707095384598,0.04175618663430214,0.08415558189153671,0.1066221073269844,0.07230254262685776,0.06786605715751648
0.16750797629356384,0.9280846540998469,0.7369458128078817,0.9481930624654505,0.9586041751196581,0.26901310682296753,0.9003303882435604,0.2153836048344719,0.9882842153207713,0.8528970334108671,0.6560832262039185,0.7213541666666666,0.16455696202531644,0.9698681732580038,0.6903700525240968,0.3488284647464752,0.8141881698199658,0.6525406797344995,0.9780583310829057,0.9629269767318347,0.27513378858566284,0.8714800689619142,0.7833707747766574,0.959589363147171,0.9756526926498601,0.12410367280244827,0.047101233154535294,0.10290847718715668,0.1477115899324417,0.06510436534881592,0.07483962923288345
0.17084330320358276,0.9268029635187096,0.7343185550082102,0.9470529297954671,0.9577873254031792,0.2663065493106842,0.9006592815176929,0.21787966368891223,0.9883348234619342,0.8522269661420189,0.6287557482719421,0.7109375,0.14345991561181434,0.9642184557438794,0.7069457356949311,0.35876110196113586,0.820546919526614,0.6601327502386396,0.9831668016923215,0.969918970349255,0.26269158720970154,0.8720025077059714,0.8018651063162844,0.9421399090956585,0.9758393547780794,0.11929331719875336,0.04564403370022774,0.10764707624912262,0.13537757098674774,0.07389357686042786,0.08474607020616531
0.16816525161266327,0.9287254993904155,0.7303776683087028,0.9495923161967939,0.9574227603657502,0.27054449915885925,0.8997622998609679,0.20126116657908566,0.9894566372577135,0.8434128702974153,0.6085168719291687,0.71875,0.16455696202531644,0.9661016949152542,0.7138827306173369,0.39015981554985046,0.7874344847624688,0.5833684818078896,0.9943064182194618,0.9724946433409046,0.2776966094970703,0.8776840290475941,0.7935844522229769,0.9617836058722115,0.9771100363588815,0.11368027329444885,0.037959035485982895,0.08711932599544525,0.09929872304201126,0.07282575964927673,0.07100852578878403
0.17015425860881805,0.9278189377598549,0.7397372742200329,0.9476057213930348,0.9580453047433876,0.2704527974128723,0.9002705894664454,0.21124540199684708,0.9887481232814319,0.8435449083250233,0.6390737295150757,0.7135416666666666,0.17721518987341772,0.9529190207156308,0.6978076553275008,0.3423769474029541,0.8174848853972263,0.6597997646902124,0.9773381942569088,0.9636653422360562,0.2738170623779297,0.8633822684290267,0.7761872420458701,0.9505772948121832,0.9709537350591315,0.12379465252161026,0.04668790102005005,0.09717222303152084,0.14581292867660522,0.0697154849767685,0.07814113050699234
0.17162035405635834,0.92569320703992,0.7390804597701149,0.945325456053068,0.9577430280407848,0.26489126682281494,0.900322913396421,0.22569626904887022,0.9869515342701463,0.8492629468084323,0.6260644793510437,0.7109375,0.189873417721519,0.943502824858757,0.7087654056115761,0.37174928188323975,0.8043986008515583,0.6132927830932138,0.9981321451075704,0.9744611904259235,0.2785954773426056,0.8712710934642913,0.7783553628337078,0.9641868240948749,0.9764909037317131,0.10006693750619888,0.04024850204586983,0.0657450333237648,0.08982959389686584,0.062218040227890015,0.06989564001560211
0.16813430190086365,0.9282878489480759,0.7157635467980296,0.9506460751796573,0.9555120240682196,0.2716768980026245,0.8999342213451735,0.2023121387283237,0.9895156800890703,0.8390644495386881,0.6372741460800171,0.70703125,0.13924050632911392,0.96045197740113,0.7110936295660605,0.36879727244377136,0.799369712682856,0.6070326547827825,0.9943514267710865,0.9718946348957188,0.26456621289253235,0.8794211378715846,0.7976594744266234,0.9611828013165457,0.9758506709634036,0.12112285941839218,0.04806811362504959,0.08379343897104263,0.10083509981632233,0.06736284494400024,0.07354569435119629
0.1659809947013855,0.9287880208821783,0.7269293924466338,0.9500241846323936,0.9584028407497269,0.2700985372066498,0.899844523179501,0.20553074093536522,0.9890011639872468,0.8563809455180444,0.5952978730201721,0.7174479166666666,0.21518987341772153,0.9416195856873822,0.7205733946776642,0.3436756730079651,0.8215191712392298,0.6707216906786245,0.9743901341254838,0.9661702364402018,0.28804782032966614,0.8757379447259809,0.8150828065409331,0.9363930829110286,0.9638667999993155,0.12981723248958588,0.04822156950831413,0.09926968812942505,0.14853592216968536,0.07711804658174515,0.09978001564741135
0.1757618486881256,0.9247397542905373,0.7533661740558292,0.9427687949143173,0.9582437812647218,0.26580846309661865,0.9005920078934386,0.2313452443510247,0.9865297997604549,0.8403696685367094,0.6313082575798035,0.7161458333333334,0.18565400843881857,0.9529190207156308,0.6870406128076155,0.34483277797698975,0.8266709877853894,0.6756276777587853,0.9797911603204609,0.9595757490047158,0.2784675359725952,0.8731257510056946,0.7919126482419936,0.9543388537693955,0.9703573934502884,0.11777443438768387,0.04128561541438103,0.10295498371124268,0.1389009952545166,0.07093077898025513,0.07798267900943756
0.17455966770648956,0.9260214448716746,0.7596059113300493,0.943528883360973,0.9588510705458294,0.2617131173610687,0.9011899956645887,0.2419863373620599,0.9858381551645609,0.8517159219257773,0.6431034803390503,0.7135416666666666,0.1518987341772152,0.9642184557438794,0.6842832963837041,0.34426194429397583,0.8204463417632399,0.658312429240571,0.984809613826627,0.9645482172935698,0.28146523237228394,0.8654459014680529,0.8016822527558644,0.9292095501802413,0.9697576980636557,0.12353567034006119,0.05168933793902397,0.08670415729284286,0.13528010249137878,0.07414143532514572,0.08583013713359833
