jig_loss,jig_accuracy,jig_tp,jig_tn,jig_auc,cc_loss,cc_accuracy,cc_tp,cc_tn,cc_auc,cci_loss,cci_accuracy,cci_tp,cci_tn,cci_auc,ctf_cc_eval,ctf_cc_train,ctf_synth_toxic,ctf_synth_nontoxic,ctf_synth_toxic_2,ctf_synth_nontoxic_2
0.1777067333459854,0.9325080496420645,0.7582922824302135,0.9508360972913211,0.9610438048763663,0.3573564291000366,0.9016833355757875,0.2105885444035733,0.9904266266300039,0.8431235993173067,0.7227608561515808,0.7252604166666666,0.21940928270042195,0.9510357815442562,0.7293538979872385,0.15146876871585846,0.051129620522260666,0.11591733992099762,0.19509053230285645,0.08921563625335693,0.08573605120182037
0.17700323462486267,0.9323361155397167,0.755008210180624,0.950991569928137,0.9601311101512143,0.36348387598991394,0.9000986679822398,0.19199947451392538,0.9910254896337658,0.8373381608778112,0.7122721076011658,0.7200520833333334,0.20253164556962025,0.9510357815442562,0.7258575889770913,0.14589379727840424,0.04959762841463089,0.11917467415332794,0.18055535852909088,0.10584617406129837,0.1069316640496254
0.19298045337200165,0.9278814592516177,0.7901477832512315,0.9423714759535655,0.9597651863947004,0.33010751008987427,0.9028942608123663,0.24481082501313714,0.9873985728504192,0.8356653796443418,0.7131609320640564,0.7265625,0.22784810126582278,0.9491525423728814,0.7162745238265513,0.13099323213100433,0.04628818854689598,0.08966658264398575,0.15049225091934204,0.07726387679576874,0.08062180876731873
0.1866498589515686,0.9295382787833317,0.7822660098522167,0.9450317855168602,0.9609590650560371,0.3521679639816284,0.9014441404673275,0.22142669469259066,0.9887649926618195,0.8408723805599778,0.7077507376670837,0.7239583333333334,0.21940928270042195,0.9491525423728814,0.7215825565965021,0.16267916560173035,0.04969903454184532,0.10898159444332123,0.22562025487422943,0.07034526020288467,0.12419495731592178
0.18655642867088318,0.9298977773609678,0.7834154351395731,0.945308181315644,0.961052273468908,0.3402048349380493,0.9026102166210701,0.24533631108775616,0.9870105771015031,0.8361706563142803,0.6735538840293884,0.7265625,0.25738396624472576,0.935969868173258,0.7207402639713303,0.18192701041698456,0.05999317020177841,0.1069684624671936,0.248120978474617,0.09598337113857269,0.11015813797712326
0.18966935575008392,0.9277564162680921,0.7888341543513957,0.9423714759535655,0.9606572336955979,0.32108721137046814,0.9031558804622446,0.2630714661061482,0.9853489431333187,0.8435255568497808,0.6691195368766785,0.7317708333333334,0.27848101265822783,0.9340866290018832,0.729600228849317,0.17766807973384857,0.06054669991135597,0.11551792919635773,0.22692127525806427,0.09608392417430878,0.11060547083616257
0.19543659687042236,0.9265059864328363,0.7945812807881774,0.9403848811498066,0.9604573076848018,0.3321947455406189,0.902587792079652,0.24802942722017868,0.9866394507329745,0.8396403880695025,0.6766759753227234,0.7330729166666666,0.2742616033755274,0.9378531073446328,0.7287102592830977,0.17671342194080353,0.0618036650121212,0.10311944037675858,0.21138368546962738,0.09295085817575455,0.12849567830562592
0.17567218840122223,0.9335865453749727,0.7487684729064039,0.953029988944168,0.9604466733677899,0.36569899320602417,0.9014740398558849,0.20533368365738308,0.990865230520083,0.8365843597512116,0.7200112342834473,0.7252604166666666,0.23628691983122363,0.943502824858757,0.71147504509444,0.1570734977722168,0.051549892872571945,0.103250652551651,0.23308861255645752,0.09040921926498413,0.09536945819854736
0.17641553282737732,0.934243021038482,0.7487684729064039,0.9537555279159757,0.959679465119667,0.384290874004364,0.900599482740578,0.19055438780872308,0.9917761770610165,0.8254890780092006,0.7661666870117188,0.7317708333333334,0.21940928270042195,0.96045197740113,0.717013516412787,0.14419139921665192,0.04499601200222969,0.12153934687376022,0.18668846786022186,0.09271854907274246,0.09644314646720886
0.21990442276000977,0.9190971896589453,0.832183908045977,0.9282407407407407,0.9617937568247978,0.3042896091938019,0.9028494117295301,0.2947320021019443,0.9809376001619461,0.8402252701753601,0.63999342918396,0.734375,0.2869198312236287,0.9340866290018832,0.7277408281484661,0.1510421335697174,0.060011472553014755,0.09100507944822311,0.18734633922576904,0.08765669912099838,0.1029570922255516
