jig_loss,jig_accuracy,jig_tp,jig_tn,jig_auc,cc_loss,cc_accuracy,cc_tp,cc_tn,cc_auc,cci_loss,cci_accuracy,cci_tp,cci_tn,cci_auc,ctf_cc_eval,ctf_cc_train,ctf_synth_toxic,ctf_synth_nontoxic,ctf_synth_toxic_2,ctf_synth_nontoxic_2
0.16592560708522797,0.9312576198068085,0.6490968801313629,0.960941818684356,0.952767909335824,0.283814936876297,0.8964883168139212,0.13918812401471362,0.9937330251859849,0.8283748470863358,0.6913586854934692,0.71484375,0.11392405063291139,0.9830508474576272,0.68955954452629,0.07881232351064682,0.028595328330993652,0.047734472900629044,0.07323179394006729,0.07433751970529556,0.058934442698955536
0.17694929242134094,0.9283660008127794,0.6410509031198687,0.9585924543946932,0.9505431671010027,0.2837986946105957,0.8954268885201297,0.14326064109301104,0.9920123483864438,0.8346083180521244,0.7373616099357605,0.7044270833333334,0.07172995780590717,0.9868173258003766,0.7056505121298084,0.0772797092795372,0.028088480234146118,0.04762517288327217,0.07195890694856644,0.08080780506134033,0.056055184453725815
0.1698821634054184,0.9311169464503423,0.6458128078817734,0.9611318407960199,0.9515145562213563,0.2883297801017761,0.8950381964688822,0.1262480294272202,0.9937583292565664,0.8177114839224477,0.687909722328186,0.7044270833333334,0.08438818565400844,0.9811676082862524,0.6890509904884502,0.08079095929861069,0.028687499463558197,0.04992422088980675,0.08569219708442688,0.07046878337860107,0.06580117344856262
0.16488613188266754,0.9322267029291319,0.632512315270936,0.9637576008844666,0.9525553704974489,0.28796979784965515,0.8954194136729904,0.12184708355228586,0.9947536226994382,0.8198249702390178,0.6800885200500488,0.7135416666666666,0.10126582278481013,0.9868173258003766,0.6785938480853736,0.07684214413166046,0.02865360677242279,0.037345364689826965,0.08687597513198853,0.10230883955955505,0.0642961785197258
0.1650279015302658,0.9336803276126169,0.5853858784893268,0.9703220011055832,0.9510730632891916,0.286521315574646,0.8939244442451152,0.09767472411981082,0.9961706506520015,0.821113300188266,0.6948883533477783,0.7018229166666666,0.05907172995780591,0.9887005649717514,0.678609740399056,0.061082106083631516,0.022529413923621178,0.029000069946050644,0.06087662652134895,0.08285868912935257,0.041286733001470566
0.16430537402629852,0.932429897777361,0.6574712643678161,0.9613564123825318,0.9542189121102207,0.2822752594947815,0.8958604296542135,0.13202837624802943,0.9939438924408307,0.8305000435718455,0.6623873114585876,0.71484375,0.11392405063291139,0.9830508474576272,0.6963217239981883,0.09621506929397583,0.03263228386640549,0.06955812126398087,0.11302173882722855,0.05997081473469734,0.07244081795215607
0.17123447358608246,0.9297414736315609,0.6339901477832512,0.9608554449972361,0.9514043567284903,0.2879056930541992,0.8954268885201297,0.13110877561744613,0.9935727660723022,0.8283197889036833,0.7434594631195068,0.70703125,0.0759493670886076,0.9887005649717514,0.6847441734804962,0.07390765100717545,0.027735264971852303,0.061891645193099976,0.06862716376781464,0.09875492006540298,0.052349261939525604
0.16812379658222198,0.9318046828597331,0.6114942528735632,0.9655023493642897,0.9502011315548693,0.2933705449104309,0.8947392025833072,0.11140304781923278,0.9953271816326187,0.8196201300977608,0.7397641539573669,0.7057291666666666,0.07172995780590717,0.9887005649717514,0.6858208777324847,0.059804026037454605,0.02302917093038559,0.015149164013564587,0.04003585875034332,0.06486586481332779,0.04269573092460632
0.1714784801006317,0.929788364750383,0.6412151067323482,0.9601471807628524,0.9516660051775423,0.2844809293746948,0.8959351781256073,0.13702049395691016,0.993387202888038,0.827403225515063,0.7298161387443542,0.7057291666666666,0.07172995780590717,0.9887005649717514,0.688141155530128,0.07788872718811035,0.026884227991104126,0.062083370983600616,0.06728038936853409,0.06696726381778717,0.04565715417265892
0.17757275700569153,0.9291006283409922,0.641871921182266,0.9593179933665008,0.9504823651311042,0.28138837218284607,0.8955091118386629,0.1383342091434577,0.9927377317431131,0.8210369569341562,0.6548264026641846,0.7135416666666666,0.11814345991561181,0.9792843691148776,0.6961786931750458,0.06676161289215088,0.028133995831012726,0.031494006514549255,0.05964180454611778,0.08044557273387909,0.05200889706611633
